Product_category,10
totalroute_number,9
productnum_number,80
componentcat_number,4
disworkstationnum_number,3
reaworkstationnum_number,3
The quantity of the 0th product is,80
The quantity of the 1th product is,80
The quantity of the 2th product is,80
The quantity of the 3th product is,80
The quantity of the 4th product is,80
The quantity of the 5th product is,80
The quantity of the 6th product is,80
The quantity of the 7th product is,80
The quantity of the 8th product is,80
The quantity of the 9th product is,80
The type of the 0th product 0th component damage type number is,3
The type of the 0th product 1th component damage type number is,2
The type of the 0th product 2th component damage type number is,3
The type of the 0th product 3th component damage type number is,2
The type of the 1th product 0th component damage type number is,1
The type of the 1th product 1th component damage type number is,3
The type of the 1th product 2th component damage type number is,2
The type of the 1th product 3th component damage type number is,1
The type of the 2th product 0th component damage type number is,1
The type of the 2th product 1th component damage type number is,3
The type of the 2th product 2th component damage type number is,2
The type of the 2th product 3th component damage type number is,3
The type of the 3th product 0th component damage type number is,2
The type of the 3th product 1th component damage type number is,2
The type of the 3th product 2th component damage type number is,1
The type of the 3th product 3th component damage type number is,1
The type of the 4th product 0th component damage type number is,2
The type of the 4th product 1th component damage type number is,3
The type of the 4th product 2th component damage type number is,3
The type of the 4th product 3th component damage type number is,3
The type of the 5th product 0th component damage type number is,3
The type of the 5th product 1th component damage type number is,2
The type of the 5th product 2th component damage type number is,2
The type of the 5th product 3th component damage type number is,1
The type of the 6th product 0th component damage type number is,2
The type of the 6th product 1th component damage type number is,2
The type of the 6th product 2th component damage type number is,1
The type of the 6th product 3th component damage type number is,2
The type of the 7th product 0th component damage type number is,2
The type of the 7th product 1th component damage type number is,2
The type of the 7th product 2th component damage type number is,1
The type of the 7th product 3th component damage type number is,2
The type of the 8th product 0th component damage type number is,2
The type of the 8th product 1th component damage type number is,1
The type of the 8th product 2th component damage type number is,1
The type of the 8th product 3th component damage type number is,1
The type of the 9th product 0th component damage type number is,3
The type of the 9th product 1th component damage type number is,1
The type of the 9th product 2th component damage type number is,3
The type of the 9th product 3th component damage type number is,3
The type of the 0th product 0th component 0th damage type combine number is,[19]
The type of the 0th product 0th component 1th damage type combine number is,[61]
The type of the 0th product 0th component 2th damage type combine number is,[60]
The type of the 0th product 1th component 0th damage type combine number is,[5]
The type of the 0th product 1th component 1th damage type combine number is,[71]
The type of the 0th product 2th component 0th damage type combine number is,[9]
The type of the 0th product 2th component 1th damage type combine number is,[7]
The type of the 0th product 2th component 2th damage type combine number is,[4]
The type of the 0th product 3th component 0th damage type combine number is,[55]
The type of the 0th product 3th component 1th damage type combine number is,[79]
The type of the 1th product 0th component 0th damage type combine number is,[80]
The type of the 1th product 1th component 0th damage type combine number is,[31]
The type of the 1th product 1th component 1th damage type combine number is,[24]
The type of the 1th product 1th component 2th damage type combine number is,[8]
The type of the 1th product 2th component 0th damage type combine number is,[26]
The type of the 1th product 2th component 1th damage type combine number is,[16]
The type of the 1th product 3th component 0th damage type combine number is,[80]
The type of the 2th product 0th component 0th damage type combine number is,[80]
The type of the 2th product 1th component 0th damage type combine number is,[22]
The type of the 2th product 1th component 1th damage type combine number is,[57]
The type of the 2th product 1th component 2th damage type combine number is,[8]
The type of the 2th product 2th component 0th damage type combine number is,[53]
The type of the 2th product 2th component 1th damage type combine number is,[54]
The type of the 2th product 3th component 0th damage type combine number is,[32]
The type of the 2th product 3th component 1th damage type combine number is,[60]
The type of the 2th product 3th component 2th damage type combine number is,[61]
The type of the 3th product 0th component 0th damage type combine number is,[76]
The type of the 3th product 0th component 1th damage type combine number is,[18]
The type of the 3th product 1th component 0th damage type combine number is,[56]
The type of the 3th product 1th component 1th damage type combine number is,[72]
The type of the 3th product 2th component 0th damage type combine number is,[80]
The type of the 3th product 3th component 0th damage type combine number is,[80]
The type of the 4th product 0th component 0th damage type combine number is,[39]
The type of the 4th product 0th component 1th damage type combine number is,[78]
The type of the 4th product 1th component 0th damage type combine number is,[41]
The type of the 4th product 1th component 1th damage type combine number is,[17]
The type of the 4th product 1th component 2th damage type combine number is,[34]
The type of the 4th product 2th component 0th damage type combine number is,[49]
The type of the 4th product 2th component 1th damage type combine number is,[21]
The type of the 4th product 2th component 2th damage type combine number is,[35]
The type of the 4th product 3th component 0th damage type combine number is,[18]
The type of the 4th product 3th component 1th damage type combine number is,[67]
The type of the 4th product 3th component 2th damage type combine number is,[12]
The type of the 5th product 0th component 0th damage type combine number is,[50]
The type of the 5th product 0th component 1th damage type combine number is,[42]
The type of the 5th product 0th component 2th damage type combine number is,[19]
The type of the 5th product 1th component 0th damage type combine number is,[47]
The type of the 5th product 1th component 1th damage type combine number is,[36]
The type of the 5th product 2th component 0th damage type combine number is,[28]
The type of the 5th product 2th component 1th damage type combine number is,[57]
The type of the 5th product 3th component 0th damage type combine number is,[80]
The type of the 6th product 0th component 0th damage type combine number is,[17]
The type of the 6th product 0th component 1th damage type combine number is,[47]
The type of the 6th product 1th component 0th damage type combine number is,[56]
The type of the 6th product 1th component 1th damage type combine number is,[42]
The type of the 6th product 2th component 0th damage type combine number is,[80]
The type of the 6th product 3th component 0th damage type combine number is,[24]
The type of the 6th product 3th component 1th damage type combine number is,[25]
The type of the 7th product 0th component 0th damage type combine number is,[12]
The type of the 7th product 0th component 1th damage type combine number is,[50]
The type of the 7th product 1th component 0th damage type combine number is,[1]
The type of the 7th product 1th component 1th damage type combine number is,[24]
The type of the 7th product 2th component 0th damage type combine number is,[80]
The type of the 7th product 3th component 0th damage type combine number is,[4]
The type of the 7th product 3th component 1th damage type combine number is,[52]
The type of the 8th product 0th component 0th damage type combine number is,[55]
The type of the 8th product 0th component 1th damage type combine number is,[27]
The type of the 8th product 1th component 0th damage type combine number is,[80]
The type of the 8th product 2th component 0th damage type combine number is,[80]
The type of the 8th product 3th component 0th damage type combine number is,[80]
The type of the 9th product 0th component 0th damage type combine number is,[23]
The type of the 9th product 0th component 1th damage type combine number is,[49]
The type of the 9th product 0th component 2th damage type combine number is,[24]
The type of the 9th product 1th component 0th damage type combine number is,[80]
The type of the 9th product 2th component 0th damage type combine number is,[59]
The type of the 9th product 2th component 1th damage type combine number is,[7]
The type of the 9th product 2th component 2th damage type combine number is,[34]
The type of the 9th product 3th component 0th damage type combine number is,[35]
The type of the 9th product 3th component 1th damage type combine number is,[43]
The type of the 9th product 3th component 2th damage type combine number is,[26]
The disassemble time of the0th product is,2
The disassemble time of the1th product is,4
The disassemble time of the2th product is,6
The disassemble time of the3th product is,12
The disassemble time of the4th product is,7
The disassemble time of the5th product is,11
The disassemble time of the6th product is,9
The disassemble time of the7th product is,11
The disassemble time of the8th product is,19
The disassemble time of the9th product is,13
The reassemble time of the0th product is,3
The reassemble time of the1th product is,3
The reassemble time of the2th product is,3
The reassemble time of the3th product is,7
The reassemble time of the4th product is,11
The reassemble time of the5th product is,8
The reassemble time of the6th product is,9
The reassemble time of the7th product is,9
The reassemble time of the8th product is,22
The reassemble time of the9th product is,16
The type of the 0th route combine total opertion is,"[7, 2]"
The type of the 1th route combine total opertion is,"[9, 6, 4]"
The type of the 2th route combine total opertion is,"[3, 2, 7]"
The type of the 3th route combine total opertion is,"[8, 7]"
The type of the 4th route combine total opertion is,"[4, 5, 2]"
The type of the 5th route combine total opertion is,"[5, 6, 3]"
The type of the 6th route combine total opertion is,"[2, 8]"
The type of the 7th route combine total opertion is,"[3, 6]"
The type of the 8th route combine total opertion is,"[1, 4, 3]"
The type of the 0th product of the0th component the0th damage type can select the route is,"[[2, 8]]"
The type of the 0th product of the0th component the1th damage type can select the route is,"[[3, 6]]"
The type of the 0th product of the0th component the2th damage type can select the route is,"[[5, 6, 3]]"
The type of the 0th product of the1th component the0th damage type can select the route is,"[[2, 8]]"
The type of the 0th product of the1th component the1th damage type can select the route is,"[[9, 6, 4]]"
The type of the 0th product of the2th component the0th damage type can select the route is,"[[1, 4, 3]]"
The type of the 0th product of the2th component the1th damage type can select the route is,"[[8, 7]]"
The type of the 0th product of the2th component the2th damage type can select the route is,"[[7, 2]]"
The type of the 0th product of the3th component the0th damage type can select the route is,"[[3, 2, 7]]"
The type of the 0th product of the3th component the1th damage type can select the route is,"[[9, 6, 4]]"
The type of the 1th product of the0th component the0th damage type can select the route is,"[[5, 6, 3]]"
The type of the 1th product of the1th component the0th damage type can select the route is,"[[4, 5, 2]]"
The type of the 1th product of the1th component the1th damage type can select the route is,"[[3, 6]]"
The type of the 1th product of the1th component the2th damage type can select the route is,"[[7, 2]]"
The type of the 1th product of the2th component the0th damage type can select the route is,"[[7, 2]]"
The type of the 1th product of the2th component the1th damage type can select the route is,"[[1, 4, 3]]"
The type of the 1th product of the3th component the0th damage type can select the route is,"[[4, 5, 2]]"
The type of the 2th product of the0th component the0th damage type can select the route is,"[[9, 6, 4]]"
The type of the 2th product of the1th component the0th damage type can select the route is,"[[3, 6]]"
The type of the 2th product of the1th component the1th damage type can select the route is,"[[9, 6, 4]]"
The type of the 2th product of the1th component the2th damage type can select the route is,"[[4, 5, 2]]"
The type of the 2th product of the2th component the0th damage type can select the route is,"[[2, 8]]"
The type of the 2th product of the2th component the1th damage type can select the route is,"[[3, 2, 7]]"
The type of the 2th product of the3th component the0th damage type can select the route is,"[[4, 5, 2]]"
The type of the 2th product of the3th component the1th damage type can select the route is,"[[9, 6, 4]]"
The type of the 2th product of the3th component the2th damage type can select the route is,"[[8, 7]]"
The type of the 3th product of the0th component the0th damage type can select the route is,"[[5, 6, 3]]"
The type of the 3th product of the0th component the1th damage type can select the route is,"[[3, 6]]"
The type of the 3th product of the1th component the0th damage type can select the route is,"[[5, 6, 3]]"
The type of the 3th product of the1th component the1th damage type can select the route is,"[[9, 6, 4]]"
The type of the 3th product of the2th component the0th damage type can select the route is,"[[7, 2]]"
The type of the 3th product of the3th component the0th damage type can select the route is,"[[5, 6, 3]]"
The type of the 4th product of the0th component the0th damage type can select the route is,"[[3, 6]]"
The type of the 4th product of the0th component the1th damage type can select the route is,"[[9, 6, 4]]"
The type of the 4th product of the1th component the0th damage type can select the route is,"[[4, 5, 2]]"
The type of the 4th product of the1th component the1th damage type can select the route is,"[[8, 7]]"
The type of the 4th product of the1th component the2th damage type can select the route is,"[[1, 4, 3]]"
The type of the 4th product of the2th component the0th damage type can select the route is,"[[4, 5, 2]]"
The type of the 4th product of the2th component the1th damage type can select the route is,"[[7, 2]]"
The type of the 4th product of the2th component the2th damage type can select the route is,"[[7, 2]]"
The type of the 4th product of the3th component the0th damage type can select the route is,"[[8, 7]]"
The type of the 4th product of the3th component the1th damage type can select the route is,"[[3, 6]]"
The type of the 4th product of the3th component the2th damage type can select the route is,"[[2, 8]]"
The type of the 5th product of the0th component the0th damage type can select the route is,"[[2, 8]]"
The type of the 5th product of the0th component the1th damage type can select the route is,"[[4, 5, 2]]"
The type of the 5th product of the0th component the2th damage type can select the route is,"[[5, 6, 3]]"
The type of the 5th product of the1th component the0th damage type can select the route is,"[[5, 6, 3]]"
The type of the 5th product of the1th component the1th damage type can select the route is,"[[5, 6, 3]]"
The type of the 5th product of the2th component the0th damage type can select the route is,"[[8, 7]]"
The type of the 5th product of the2th component the1th damage type can select the route is,"[[4, 5, 2]]"
The type of the 5th product of the3th component the0th damage type can select the route is,"[[3, 2, 7]]"
The type of the 6th product of the0th component the0th damage type can select the route is,"[[3, 6]]"
The type of the 6th product of the0th component the1th damage type can select the route is,"[[4, 5, 2]]"
The type of the 6th product of the1th component the0th damage type can select the route is,"[[3, 6]]"
The type of the 6th product of the1th component the1th damage type can select the route is,"[[7, 2]]"
The type of the 6th product of the2th component the0th damage type can select the route is,"[[7, 2]]"
The type of the 6th product of the3th component the0th damage type can select the route is,"[[4, 5, 2]]"
The type of the 6th product of the3th component the1th damage type can select the route is,"[[2, 8]]"
The type of the 7th product of the0th component the0th damage type can select the route is,"[[7, 2]]"
The type of the 7th product of the0th component the1th damage type can select the route is,"[[3, 2, 7]]"
The type of the 7th product of the1th component the0th damage type can select the route is,"[[8, 7]]"
The type of the 7th product of the1th component the1th damage type can select the route is,"[[1, 4, 3]]"
The type of the 7th product of the2th component the0th damage type can select the route is,"[[5, 6, 3]]"
The type of the 7th product of the3th component the0th damage type can select the route is,"[[5, 6, 3]]"
The type of the 7th product of the3th component the1th damage type can select the route is,"[[4, 5, 2]]"
The type of the 8th product of the0th component the0th damage type can select the route is,"[[5, 6, 3]]"
The type of the 8th product of the0th component the1th damage type can select the route is,"[[3, 6]]"
The type of the 8th product of the1th component the0th damage type can select the route is,"[[1, 4, 3]]"
The type of the 8th product of the2th component the0th damage type can select the route is,"[[9, 6, 4]]"
The type of the 8th product of the3th component the0th damage type can select the route is,"[[3, 6]]"
The type of the 9th product of the0th component the0th damage type can select the route is,"[[9, 6, 4]]"
The type of the 9th product of the0th component the1th damage type can select the route is,"[[3, 2, 7]]"
The type of the 9th product of the0th component the2th damage type can select the route is,"[[1, 4, 3]]"
The type of the 9th product of the1th component the0th damage type can select the route is,"[[3, 2, 7]]"
The type of the 9th product of the2th component the0th damage type can select the route is,"[[8, 7]]"
The type of the 9th product of the2th component the1th damage type can select the route is,"[[7, 2]]"
The type of the 9th product of the2th component the2th damage type can select the route is,"[[3, 6]]"
The type of the 9th product of the3th component the0th damage type can select the route is,"[[7, 2]]"
The type of the 9th product of the3th component the1th damage type can select the route is,"[[1, 4, 3]]"
The type of the 9th product of the3th component the2th damage type can select the route is,"[[9, 6, 4]]"
The type of the 0th product of the0th component the0th damage type select the the0th route restore time is,[7]
The type of the 0th product of the0th component the0th damage type select the the1th route restore time is,[6]
The type of the 0th product of the0th component the1th damage type select the the0th route restore time is,[4]
The type of the 0th product of the0th component the1th damage type select the the1th route restore time is,[5]
The type of the 0th product of the0th component the2th damage type select the the0th route restore time is,[7]
The type of the 0th product of the0th component the2th damage type select the the1th route restore time is,[6]
The type of the 0th product of the0th component the2th damage type select the the2th route restore time is,[6]
The type of the 0th product of the1th component the0th damage type select the the0th route restore time is,[6]
The type of the 0th product of the1th component the0th damage type select the the1th route restore time is,[8]
The type of the 0th product of the1th component the1th damage type select the the0th route restore time is,[8]
The type of the 0th product of the1th component the1th damage type select the the1th route restore time is,[10]
The type of the 0th product of the1th component the1th damage type select the the2th route restore time is,[9]
The type of the 0th product of the2th component the0th damage type select the the0th route restore time is,[8]
The type of the 0th product of the2th component the0th damage type select the the1th route restore time is,[9]
The type of the 0th product of the2th component the0th damage type select the the2th route restore time is,[7]
The type of the 0th product of the2th component the1th damage type select the the0th route restore time is,[8]
The type of the 0th product of the2th component the1th damage type select the the1th route restore time is,[10]
The type of the 0th product of the2th component the2th damage type select the the0th route restore time is,[8]
The type of the 0th product of the2th component the2th damage type select the the1th route restore time is,[9]
The type of the 0th product of the3th component the0th damage type select the the0th route restore time is,[8]
The type of the 0th product of the3th component the0th damage type select the the1th route restore time is,[10]
The type of the 0th product of the3th component the0th damage type select the the2th route restore time is,[8]
The type of the 0th product of the3th component the1th damage type select the the0th route restore time is,[7]
The type of the 0th product of the3th component the1th damage type select the the1th route restore time is,[9]
The type of the 0th product of the3th component the1th damage type select the the2th route restore time is,[10]
The type of the 1th product of the0th component the0th damage type select the the0th route restore time is,[3]
The type of the 1th product of the0th component the0th damage type select the the1th route restore time is,[3]
The type of the 1th product of the0th component the0th damage type select the the2th route restore time is,[3]
The type of the 1th product of the1th component the0th damage type select the the0th route restore time is,[6]
The type of the 1th product of the1th component the0th damage type select the the1th route restore time is,[5]
The type of the 1th product of the1th component the0th damage type select the the2th route restore time is,[5]
The type of the 1th product of the1th component the1th damage type select the the0th route restore time is,[6]
The type of the 1th product of the1th component the1th damage type select the the1th route restore time is,[6]
The type of the 1th product of the1th component the2th damage type select the the0th route restore time is,[5]
The type of the 1th product of the1th component the2th damage type select the the1th route restore time is,[5]
The type of the 1th product of the2th component the0th damage type select the the0th route restore time is,[7]
The type of the 1th product of the2th component the0th damage type select the the1th route restore time is,[7]
The type of the 1th product of the2th component the1th damage type select the the0th route restore time is,[7]
The type of the 1th product of the2th component the1th damage type select the the1th route restore time is,[13]
The type of the 1th product of the2th component the1th damage type select the the2th route restore time is,[10]
The type of the 1th product of the3th component the0th damage type select the the0th route restore time is,[11]
The type of the 1th product of the3th component the0th damage type select the the1th route restore time is,[6]
The type of the 1th product of the3th component the0th damage type select the the2th route restore time is,[9]
The type of the 2th product of the0th component the0th damage type select the the0th route restore time is,[5]
The type of the 2th product of the0th component the0th damage type select the the1th route restore time is,[7]
The type of the 2th product of the0th component the0th damage type select the the2th route restore time is,[9]
The type of the 2th product of the1th component the0th damage type select the the0th route restore time is,[6]
The type of the 2th product of the1th component the0th damage type select the the1th route restore time is,[7]
The type of the 2th product of the1th component the1th damage type select the the0th route restore time is,[9]
The type of the 2th product of the1th component the1th damage type select the the1th route restore time is,[7]
The type of the 2th product of the1th component the1th damage type select the the2th route restore time is,[6]
The type of the 2th product of the1th component the2th damage type select the the0th route restore time is,[5]
The type of the 2th product of the1th component the2th damage type select the the1th route restore time is,[5]
The type of the 2th product of the1th component the2th damage type select the the2th route restore time is,[7]
The type of the 2th product of the2th component the0th damage type select the the0th route restore time is,[9]
The type of the 2th product of the2th component the0th damage type select the the1th route restore time is,[9]
The type of the 2th product of the2th component the1th damage type select the the0th route restore time is,[7]
The type of the 2th product of the2th component the1th damage type select the the1th route restore time is,[7]
The type of the 2th product of the2th component the1th damage type select the the2th route restore time is,[6]
The type of the 2th product of the3th component the0th damage type select the the0th route restore time is,[10]
The type of the 2th product of the3th component the0th damage type select the the1th route restore time is,[11]
The type of the 2th product of the3th component the0th damage type select the the2th route restore time is,[7]
The type of the 2th product of the3th component the1th damage type select the the0th route restore time is,[12]
The type of the 2th product of the3th component the1th damage type select the the1th route restore time is,[10]
The type of the 2th product of the3th component the1th damage type select the the2th route restore time is,[8]
The type of the 2th product of the3th component the2th damage type select the the0th route restore time is,[12]
The type of the 2th product of the3th component the2th damage type select the the1th route restore time is,[11]
The type of the 3th product of the0th component the0th damage type select the the0th route restore time is,[3]
The type of the 3th product of the0th component the0th damage type select the the1th route restore time is,[3]
The type of the 3th product of the0th component the0th damage type select the the2th route restore time is,[5]
The type of the 3th product of the0th component the1th damage type select the the0th route restore time is,[5]
The type of the 3th product of the0th component the1th damage type select the the1th route restore time is,[4]
The type of the 3th product of the1th component the0th damage type select the the0th route restore time is,[5]
The type of the 3th product of the1th component the0th damage type select the the1th route restore time is,[11]
The type of the 3th product of the1th component the0th damage type select the the2th route restore time is,[9]
The type of the 3th product of the1th component the1th damage type select the the0th route restore time is,[9]
The type of the 3th product of the1th component the1th damage type select the the1th route restore time is,[7]
The type of the 3th product of the1th component the1th damage type select the the2th route restore time is,[6]
The type of the 3th product of the2th component the0th damage type select the the0th route restore time is,[8]
The type of the 3th product of the2th component the0th damage type select the the1th route restore time is,[10]
The type of the 3th product of the3th component the0th damage type select the the0th route restore time is,[11]
The type of the 3th product of the3th component the0th damage type select the the1th route restore time is,[10]
The type of the 3th product of the3th component the0th damage type select the the2th route restore time is,[10]
The type of the 4th product of the0th component the0th damage type select the the0th route restore time is,[1]
The type of the 4th product of the0th component the0th damage type select the the1th route restore time is,[1]
The type of the 4th product of the0th component the1th damage type select the the0th route restore time is,[1]
The type of the 4th product of the0th component the1th damage type select the the1th route restore time is,[1]
The type of the 4th product of the0th component the1th damage type select the the2th route restore time is,[1]
The type of the 4th product of the1th component the0th damage type select the the0th route restore time is,[4]
The type of the 4th product of the1th component the0th damage type select the the1th route restore time is,[5]
The type of the 4th product of the1th component the0th damage type select the the2th route restore time is,[6]
The type of the 4th product of the1th component the1th damage type select the the0th route restore time is,[5]
The type of the 4th product of the1th component the1th damage type select the the1th route restore time is,[4]
The type of the 4th product of the1th component the2th damage type select the the0th route restore time is,[6]
The type of the 4th product of the1th component the2th damage type select the the1th route restore time is,[5]
The type of the 4th product of the1th component the2th damage type select the the2th route restore time is,[6]
The type of the 4th product of the2th component the0th damage type select the the0th route restore time is,[9]
The type of the 4th product of the2th component the0th damage type select the the1th route restore time is,[9]
The type of the 4th product of the2th component the0th damage type select the the2th route restore time is,[4]
The type of the 4th product of the2th component the1th damage type select the the0th route restore time is,[7]
The type of the 4th product of the2th component the1th damage type select the the1th route restore time is,[5]
The type of the 4th product of the2th component the2th damage type select the the0th route restore time is,[5]
The type of the 4th product of the2th component the2th damage type select the the1th route restore time is,[7]
The type of the 4th product of the3th component the0th damage type select the the0th route restore time is,[10]
The type of the 4th product of the3th component the0th damage type select the the1th route restore time is,[6]
The type of the 4th product of the3th component the1th damage type select the the0th route restore time is,[6]
The type of the 4th product of the3th component the1th damage type select the the1th route restore time is,[4]
The type of the 4th product of the3th component the2th damage type select the the0th route restore time is,[9]
The type of the 4th product of the3th component the2th damage type select the the1th route restore time is,[8]
The type of the 5th product of the0th component the0th damage type select the the0th route restore time is,[5]
The type of the 5th product of the0th component the0th damage type select the the1th route restore time is,[5]
The type of the 5th product of the0th component the1th damage type select the the0th route restore time is,[3]
The type of the 5th product of the0th component the1th damage type select the the1th route restore time is,[5]
The type of the 5th product of the0th component the1th damage type select the the2th route restore time is,[4]
The type of the 5th product of the0th component the2th damage type select the the0th route restore time is,[3]
The type of the 5th product of the0th component the2th damage type select the the1th route restore time is,[3]
The type of the 5th product of the0th component the2th damage type select the the2th route restore time is,[5]
The type of the 5th product of the1th component the0th damage type select the the0th route restore time is,[3]
The type of the 5th product of the1th component the0th damage type select the the1th route restore time is,[3]
The type of the 5th product of the1th component the0th damage type select the the2th route restore time is,[3]
The type of the 5th product of the1th component the1th damage type select the the0th route restore time is,[4]
The type of the 5th product of the1th component the1th damage type select the the1th route restore time is,[4]
The type of the 5th product of the1th component the1th damage type select the the2th route restore time is,[3]
The type of the 5th product of the2th component the0th damage type select the the0th route restore time is,[10]
The type of the 5th product of the2th component the0th damage type select the the1th route restore time is,[9]
The type of the 5th product of the2th component the1th damage type select the the0th route restore time is,[9]
The type of the 5th product of the2th component the1th damage type select the the1th route restore time is,[10]
The type of the 5th product of the2th component the1th damage type select the the2th route restore time is,[8]
The type of the 5th product of the3th component the0th damage type select the the0th route restore time is,[6]
The type of the 5th product of the3th component the0th damage type select the the1th route restore time is,[9]
The type of the 5th product of the3th component the0th damage type select the the2th route restore time is,[10]
The type of the 6th product of the0th component the0th damage type select the the0th route restore time is,[3]
The type of the 6th product of the0th component the0th damage type select the the1th route restore time is,[3]
The type of the 6th product of the0th component the1th damage type select the the0th route restore time is,[3]
The type of the 6th product of the0th component the1th damage type select the the1th route restore time is,[3]
The type of the 6th product of the0th component the1th damage type select the the2th route restore time is,[3]
The type of the 6th product of the1th component the0th damage type select the the0th route restore time is,[11]
The type of the 6th product of the1th component the0th damage type select the the1th route restore time is,[8]
The type of the 6th product of the1th component the1th damage type select the the0th route restore time is,[11]
The type of the 6th product of the1th component the1th damage type select the the1th route restore time is,[10]
The type of the 6th product of the2th component the0th damage type select the the0th route restore time is,[10]
The type of the 6th product of the2th component the0th damage type select the the1th route restore time is,[9]
The type of the 6th product of the3th component the0th damage type select the the0th route restore time is,[9]
The type of the 6th product of the3th component the0th damage type select the the1th route restore time is,[9]
The type of the 6th product of the3th component the0th damage type select the the2th route restore time is,[10]
The type of the 6th product of the3th component the1th damage type select the the0th route restore time is,[8]
The type of the 6th product of the3th component the1th damage type select the the1th route restore time is,[7]
The type of the 7th product of the0th component the0th damage type select the the0th route restore time is,[4]
The type of the 7th product of the0th component the0th damage type select the the1th route restore time is,[6]
The type of the 7th product of the0th component the1th damage type select the the0th route restore time is,[5]
The type of the 7th product of the0th component the1th damage type select the the1th route restore time is,[6]
The type of the 7th product of the0th component the1th damage type select the the2th route restore time is,[4]
The type of the 7th product of the1th component the0th damage type select the the0th route restore time is,[7]
The type of the 7th product of the1th component the0th damage type select the the1th route restore time is,[6]
The type of the 7th product of the1th component the1th damage type select the the0th route restore time is,[7]
The type of the 7th product of the1th component the1th damage type select the the1th route restore time is,[12]
The type of the 7th product of the1th component the1th damage type select the the2th route restore time is,[8]
The type of the 7th product of the2th component the0th damage type select the the0th route restore time is,[6]
The type of the 7th product of the2th component the0th damage type select the the1th route restore time is,[6]
The type of the 7th product of the2th component the0th damage type select the the2th route restore time is,[9]
The type of the 7th product of the3th component the0th damage type select the the0th route restore time is,[11]
The type of the 7th product of the3th component the0th damage type select the the1th route restore time is,[18]
The type of the 7th product of the3th component the0th damage type select the the2th route restore time is,[17]
The type of the 7th product of the3th component the1th damage type select the the0th route restore time is,[16]
The type of the 7th product of the3th component the1th damage type select the the1th route restore time is,[12]
The type of the 7th product of the3th component the1th damage type select the the2th route restore time is,[11]
The type of the 8th product of the0th component the0th damage type select the the0th route restore time is,[3]
The type of the 8th product of the0th component the0th damage type select the the1th route restore time is,[5]
The type of the 8th product of the0th component the0th damage type select the the2th route restore time is,[3]
The type of the 8th product of the0th component the1th damage type select the the0th route restore time is,[5]
The type of the 8th product of the0th component the1th damage type select the the1th route restore time is,[5]
The type of the 8th product of the1th component the0th damage type select the the0th route restore time is,[8]
The type of the 8th product of the1th component the0th damage type select the the1th route restore time is,[11]
The type of the 8th product of the1th component the0th damage type select the the2th route restore time is,[9]
The type of the 8th product of the2th component the0th damage type select the the0th route restore time is,[12]
The type of the 8th product of the2th component the0th damage type select the the1th route restore time is,[7]
The type of the 8th product of the2th component the0th damage type select the the2th route restore time is,[7]
The type of the 8th product of the3th component the0th damage type select the the0th route restore time is,[8]
The type of the 8th product of the3th component the0th damage type select the the1th route restore time is,[5]
The type of the 9th product of the0th component the0th damage type select the the0th route restore time is,[4]
The type of the 9th product of the0th component the0th damage type select the the1th route restore time is,[4]
The type of the 9th product of the0th component the0th damage type select the the2th route restore time is,[2]
The type of the 9th product of the0th component the1th damage type select the the0th route restore time is,[3]
The type of the 9th product of the0th component the1th damage type select the the1th route restore time is,[4]
The type of the 9th product of the0th component the1th damage type select the the2th route restore time is,[3]
The type of the 9th product of the0th component the2th damage type select the the0th route restore time is,[3]
The type of the 9th product of the0th component the2th damage type select the the1th route restore time is,[2]
The type of the 9th product of the0th component the2th damage type select the the2th route restore time is,[2]
The type of the 9th product of the1th component the0th damage type select the the0th route restore time is,[7]
The type of the 9th product of the1th component the0th damage type select the the1th route restore time is,[7]
The type of the 9th product of the1th component the0th damage type select the the2th route restore time is,[5]
The type of the 9th product of the2th component the0th damage type select the the0th route restore time is,[5]
The type of the 9th product of the2th component the0th damage type select the the1th route restore time is,[7]
The type of the 9th product of the2th component the1th damage type select the the0th route restore time is,[6]
The type of the 9th product of the2th component the1th damage type select the the1th route restore time is,[5]
The type of the 9th product of the2th component the2th damage type select the the0th route restore time is,[7]
The type of the 9th product of the2th component the2th damage type select the the1th route restore time is,[3]
The type of the 9th product of the3th component the0th damage type select the the0th route restore time is,[5]
The type of the 9th product of the3th component the0th damage type select the the1th route restore time is,[5]
The type of the 9th product of the3th component the1th damage type select the the0th route restore time is,[5]
The type of the 9th product of the3th component the1th damage type select the the1th route restore time is,[9]
The type of the 9th product of the3th component the1th damage type select the the2th route restore time is,[6]
The type of the 9th product of the3th component the2th damage type select the the0th route restore time is,[8]
The type of the 9th product of the3th component the2th damage type select the the1th route restore time is,[7]
The type of the 9th product of the3th component the2th damage type select the the2th route restore time is,[5]
